douban_url,name,poster,rank,score,score_num,year
https://movie.douban.com/subject/1307856/,背靠背，脸对脸,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg,204,9.5,107615,1994
https://movie.douban.com/subject/1310177/,东京教父,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456703618.jpg,208,9.0,193238,2003
https://movie.douban.com/subject/1308857/,可可西里,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,202,8.9,278312,2004
https://movie.douban.com/subject/27059130/,大佛普拉斯,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg,201,8.7,406845,2017
https://movie.douban.com/subject/1461403/,茶馆,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528965424.jpg,188,9.5,108793,1982
https://movie.douban.com/subject/27119724/,小丑,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.jpg,206,8.7,928646,2019
https://movie.douban.com/subject/1862151/,疯狂的石头,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,187,8.5,752295,2006
https://movie.douban.com/subject/1292328/,东邪西毒,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,185,8.6,538008,1994
https://movie.douban.com/subject/1292401/,真爱至上,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,186,8.6,678036,2003
https://movie.douban.com/subject/2209573/,贫民窟的百万富翁,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,183,8.6,699521,2008
https://movie.douban.com/subject/6534248/,无敌破坏王,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,184,8.7,494291,2012
https://movie.douban.com/subject/25773932/,爆裂鼓手,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,181,8.7,534813,2014
https://movie.douban.com/subject/1300374/,绿里奇迹,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,179,8.9,295275,1999
https://movie.douban.com/subject/27622447/,小偷家族,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg,182,8.7,762474,2018
https://movie.douban.com/subject/1828115/,色，戒,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg,180,8.6,694724,2007
https://movie.douban.com/subject/24750126/,荒蛮故事,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg,178,8.8,407979,2014
https://movie.douban.com/subject/10808442/,爱在午夜降临前,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,177,8.9,356273,2013
https://movie.douban.com/subject/25980443/,海边的曼彻斯特,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,212,8.6,467460,2016
https://movie.douban.com/subject/1417598/,电锯惊魂,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg,159,8.7,486904,2004
https://movie.douban.com/subject/1959195/,忠犬八公物语,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603716224.jpg,176,9.2,178115,1987
https://movie.douban.com/subject/10533913/,头脑特工队,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,158,8.8,558219,2015
https://movie.douban.com/subject/26611804/,三块广告牌,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg,160,8.7,764775,2017
